DOID:0001816, 1, angiosarcoma, Term, DOID:1115
DOID:10869, 1, Fourth or trochlear nerve palsy,  EXACT [ICD9CM_2006:378.53], DOID:10863
DOID:10871, 1, age related macular degeneration, Term, DOID:2007
DOID:10871, 1, age-related macular degeneration,  EXACT [], DOID:2007
DOID:10871, 1, Senile macular degeneration,  EXACT [SNOMEDCT_2005_07_31:193384000], DOID:2007
DOID:10871, 1, Senile macular retinal degeneration,  EXACT [SNOMEDCT_2005_07_31:302891003], DOID:2007
DOID:10873, 1, Kuhnt-Junius degeneration, Term, DOID:2007
DOID:10873, 1, Exudative senile macular degeneration of retina,  EXACT [ICD9CM_2006:362.52], DOID:2007
DOID:10873, 1, Kuhnt-Junius degeneration (disorder),  EXACT [SNOMEDCT_2005_07_31:11290001], DOID:2007
DOID:10873, 1, Neovascular age-related macular degeneration,  EXACT [SNOMEDCT_2005_07_31:414173003], DOID:2007
DOID:10873, 1, Senile macular degeneration, wet,  EXACT [MTHICD9_2006:362.52], DOID:2007
DOID:10873, 1, Wet senile macular retinal degeneration,  EXACT [SNOMEDCT_2005_07_31:16018000], DOID:2007
DOID:10875, 1, premature labor, Term, 
DOID:10875, 1, LABOR PREMATURE,  EXACT [MTH:NOCODE], 
DOID:10875, 1, Labour - premature,  EXACT [SNOMEDCT_2005_07_31:267310009], 
DOID:10875, 1, Labour - premature,  EXACT [SNOMEDCT_2005_07_31:156118001], 
DOID:10875, 1, premature labor,  EXACT [CSP2005:2401-7840], 
DOID:10875, 1, Premature labor (finding),  EXACT [SNOMEDCT_2005_07_31:6383007], 
DOID:10875, 1, Premature labour,  EXACT [SNOMEDCT_2005_07_31:156120003], 
DOID:10875, 1, Premature labour,  EXACT [SNOMEDCT_2005_07_31:199046005], 
DOID:10877, 1, disorganized type schizophrenia chronic state with acute exacerbation, Term, 
DOID:1088, 1, meningocele, Term, DOID:0080016
DOID:1088, 1, Meningocele (disorder),  EXACT [SNOMEDCT_2005_07_31:171131006], DOID:0080016
DOID:1088, 1, Meningocele [Ambiguous],  EXACT [SNOMEDCT_2005_07_31:253121009], DOID:0080016
DOID:1088, 1, Meningocele, NOS,  EXACT [SNOMEDCT_2005_07_31:32941003], DOID:0080016
DOID:10880, 1, iliac vein thrombophlebitis, Term, DOID:3875
DOID:10880, 1, Phlebitis and thrombophlebitis of the iliac vein NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:195429006], DOID:3875
DOID:10881, 1, hand, foot and mouth disease, Term, DOID:934
DOID:10881, 1, Vesicular stomatitis and exanthem,  EXACT [MTHICD9_2006:074.3], DOID:934
DOID:10882, 1, epidemic pleurodynia, Term, DOID:934
DOID:10882, 1, Bamble disease,  EXACT [], DOID:934
DOID:10882, 1, Bornholm disease,  EXACT [], DOID:934
DOID:10882, 1, devil's grip,  EXACT [], DOID:934
DOID:10882, 1, epidemic myalgia,  EXACT [], DOID:934
DOID:10882, 1, Epidemic pleurisy,  EXACT [SNOMEDCT_2005_07_31:154356006], DOID:934
DOID:10882, 1, Epidemic, myositis,  EXACT [MTHICD9_2006:074.1], DOID:934
DOID:10883, 1, herpangina, Term, DOID:934
DOID:10883, 1, Vesicular pharyngitis,  EXACT [MTHICD9_2006:074.0], DOID:934
DOID:10887, 1, lepromatous leprosy, Term, DOID:1024
DOID:10887, 1, Lepromatous leprosy (disorder),  EXACT [SNOMEDCT_2005_07_31:21560005], DOID:1024
DOID:10887, 1, Lepromatous leprosy [type L],  EXACT [ICD9CM_2006:030.0], DOID:1024
DOID:10887, 1, type L leprosy,  EXACT [MTHICD9_2006:030.0], DOID:1024
DOID:1089, 1, tethered spinal cord syndrome, Term, DOID:319
DOID:1089, 1, spinal dysraphism,  EXACT [], DOID:319
DOID:10892, 1, hypospadias, Term, DOID:0080015
DOID:10892, 1, familial hypospadias,  EXACT [], DOID:0080015
DOID:10901, 1, leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb, Term, 
DOID:10901, 1, Leukemic reticuloendotheliosis involving lymph nodes of axilla and upper limb,  EXACT [ICD9CM_2006:202.44], 
DOID:10901, 1, Leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb (disorder),  EXACT [SNOMEDCT_2005_07_31:188648000], 
DOID:10901, 1, Leukemic reticuloendotheliosis of lymph nodes of axilla and/or upper limb (disorder),  EXACT [SNOMEDCT_2005_07_31:93147005], 
DOID:10902, 1, pulmonary actinomycosis, Term, 
DOID:10902, 1, pulmonary actinomycotic infection,  EXACT [ICD9CM_2006:039.1], 
DOID:10902, 1, thoracic actinomycosis,  EXACT [], 
DOID:10907, 1, microcephaly, Term, DOID:2490
DOID:10907, 1, Microcephalus,  EXACT [ICD9CM_2006:742.1], DOID:2490
DOID:10907, 1, microencephaly,  EXACT [CSP2005:0723-5649], DOID:2490
DOID:10908, 1, hydrocephalus, Term, DOID:1443
DOID:10908, 1, hydrocephalus, nonsyndromic, autosomal recessive,  EXACT [OMIM:236600], DOID:1443
DOID:10908, 1, hydrocephalus, X-linked,  EXACT [MSH:C536078], DOID:1443
DOID:1091, 1, tooth disease, Term, DOID:403
DOID:1091, 1, dental disorder,  EXACT [CSP2005:0828-0533], DOID:403
DOID:10910, 1, echovirus meningitis, Term, 
DOID:10911, 1, echovirus infectious disease, Term, 
DOID:10911, 1, Enteric cytopathic human orphan virus infection,  RELATED [], 
DOID:10913, 1, benign essential hypertension, Term, DOID:10825
DOID:10913, 1, benign Essential hypertension,  EXACT [NCI2004_11_17:C3656], DOID:10825
DOID:10913, 1, benign essential hypertension (disorder),  EXACT [SNOMEDCT_2005_07_31:1201005], DOID:10825
DOID:10914, 1, amnestic disorder, Term, DOID:1561
DOID:10914, 1, amnesia,  EXACT [], DOID:1561
DOID:10914, 1, Amnestic syndrome,  EXACT [NCI2004_11_17:C35764], DOID:1561
DOID:10914, 1, Korsakoff's psychosis or syndrome,  EXACT [MTHICD9_2006:294.0], DOID:1561
DOID:10915, 1, Wernicke-Korsakoff syndrome, Term, DOID:5113
DOID:10915, 1, Korsakoff Syndrome,  EXACT [], DOID:5113
DOID:10915, 1, Korsakoff's psychosis (disorder),  EXACT [SNOMEDCT_2005_07_31:69482004], DOID:5113
DOID:10915, 1, Korsakoff's syndrome,  EXACT [CSP2005:2042-6017], DOID:5113
DOID:10915, 1, Korsakov psychosis,  EXACT [SNOMEDCT_2005_07_31:191470004], DOID:5113
DOID:10915, 1, Korsakov's psychosis,  EXACT [SNOMEDCT_2005_07_31:268745002], DOID:5113
DOID:10918, 1, transsexuality with asexual history, Term, 
DOID:10918, 1, Trans-sexualism with asexual history,  EXACT [ICD9CM_2006:302.51], 
DOID:10918, 1, Transsexuality with asexual history (disorder),  EXACT [SNOMEDCT_2005_07_31:191783002], 
DOID:10919, 1, transsexualism, Term, DOID:1234
DOID:10921, 1, Siberian tick typhus, Term, DOID:11104
DOID:10921, 1, manchurian typhus,  EXACT [], DOID:11104
DOID:10921, 1, North Asian tick fever,  EXACT [ICD9CM_2006:082.2], DOID:11104
DOID:10921, 1, North Asian tick fever (disorder) [Ambiguous],  EXACT [SNOMEDCT_2005_07_31:7692008], DOID:11104
DOID:10921, 1, North Asian tick fever NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:186783000], DOID:11104
DOID:10921, 1, North Asian tick typhus (disorder),  EXACT [SNOMEDCT_2005_07_31:186781003], DOID:11104
DOID:10921, 1, Rickettsia sibirica spotted fever,  EXACT [], DOID:11104
DOID:10921, 1, Siberian tick typhus (disorder),  EXACT [SNOMEDCT_2005_07_31:186782005], DOID:11104
DOID:10922, 1, sickle-cell crisis, Term, 
DOID:10922, 1, Hb-S disease with mention of crisis,  EXACT [ICD9CM_2006:282.62], 
DOID:10922, 1, Hemoglobin S disease with crisis (disorder),  EXACT [SNOMEDCT_2005_07_31:72279006], 
DOID:10922, 1, Hemoglobin SS disease with crisis (disorder),  EXACT [SNOMEDCT_2005_07_31:417425009], 
DOID:10922, 1, Sickle cell anemia with crisis (disorder),  EXACT [SNOMEDCT_2005_07_31:191197002], 
DOID:10922, 1, sickle cell crisis,  EXACT [CSP2005:1418-5715], 
DOID:10923, 1, sickle cell anemia, Term, DOID:0050737
DOID:10923, 1, drepanocytosis,  EXACT [], DOID:0050737
DOID:10923, 1, Hb SC disease,  EXACT [SNOMEDCT_2005_07_31:35434009], DOID:0050737
DOID:10923, 1, Hb-S/Hb-C disease,  EXACT [MTHICD9_2006:282.63], DOID:0050737
DOID:10923, 1, Hb-SS disease without crisis,  EXACT [], DOID:0050737
DOID:10923, 1, Hemoglobin S disease without crisis (disorder),  EXACT [SNOMEDCT_2005_07_31:21976009], DOID:0050737
DOID:10923, 1, hemoglobin SC disease,  EXACT [], DOID:0050737
DOID:10923, 1, Sickle-cell/Hb-C disease without crisis,  EXACT [ICD9CM_2006:282.63], DOID:0050737
DOID:10924, 1, catatonic type schizophrenia chronic state, Term, 
DOID:10925, 1, catatonic schizophrenia, Term, 
DOID:10927, 1, gastrojejunal ulcer, Term, DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with hemorrhage,  EXACT [], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with hemorrhage AND obstruction,  EXACT [], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with hemorrhage AND obstruction (disorder),  EXACT [SNOMEDCT_2005_07_31:72408002], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with hemorrhage AND perforation,  EXACT [], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with hemorrhage and perforation, with obstruction,  EXACT [], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with hemorrhage, with perforation AND with obstruction (disorder),  EXACT [SNOMEDCT_2005_07_31:58711008], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with perforation,  EXACT [], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with perforation AND obstruction,  EXACT [], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with perforation AND obstruction (disorder),  EXACT [SNOMEDCT_2005_07_31:72219001], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer with perforation, with obstruction,  EXACT [ICD9CM_2006:534.11], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer without hemorrhage AND without perforation,  EXACT [], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction,  EXACT [], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction (disorder),  EXACT [SNOMEDCT_2005_07_31:77987006], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer without mention of hemorrhage or perforation, without mention of obstruction,  EXACT [ICD9CM_2006:534.30], DOID:750
DOID:10927, 1, acute gastrojejunal ulcer, with hemorrhage, with obstruction,  EXACT [ICD9CM_2006:534.01], DOID:750
DOID:10927, 1, chronic gastrojejunal ulcer without hemorrhage AND without perforation,  EXACT [], DOID:750
DOID:10927, 1, chronic gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction,  EXACT [], DOID:750
DOID:10927, 1, chronic gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction (disorder),  EXACT [SNOMEDCT_2005_07_31:41626001], DOID:750
DOID:10927, 1, chronic gastrojejunal ulcer without mention of hemorrhage or perforation, without mention of obstruction,  EXACT [ICD9CM_2006:534.70], DOID:750
DOID:10930, 1, borderline personality disorder, Term, DOID:1510
DOID:10931, 1, dependent personality disorder, Term, DOID:1510
DOID:10932, 1, obsessive-compulsive personality disorder, Term, DOID:1510
DOID:10932, 1, Anankastic personality disorder,  RELATED [SNOMEDCT_2005_07_31:191762008], DOID:1510
DOID:10932, 1, Obsessional personality,  RELATED [MTHICD9_2006:301.4], DOID:1510
DOID:10932, 1, OCPD,  EXACT [], DOID:1510
DOID:10933, 1, obsessive-compulsive disorder, Term, DOID:2030
DOID:10933, 1, Anancastic neurosis,  EXACT [MTHICD9_2006:300.3], DOID:2030
DOID:10933, 1, obsessive compulsive disorder,  EXACT [], DOID:2030
DOID:10934, 1, multiple personality disorder, Term, DOID:10935
DOID:10934, 1, Dissociative identity disorder,  EXACT [ICD9CM_2006:300.14], DOID:10935
DOID:10935, 1, dissociative disorder, Term, DOID:150
DOID:10935, 1, dissociative disease,  EXACT [], DOID:150
DOID:10935, 1, dissociative reaction,  EXACT [CSP2005:2483-7018], DOID:150
DOID:10936, 1, schizoid personality disorder, Term, DOID:1510
DOID:10937, 1, impulse control disorder, Term, DOID:150
DOID:10938, 1, paranoid personality disorder, Term, DOID:1510
DOID:10939, 1, antisocial personality disorder, Term, DOID:1510
DOID:10939, 1, Asocial personality,  EXACT [MTHICD9_2006:301.7], DOID:1510
DOID:10939, 1, Dissocial personality disorder,  EXACT [SNOMEDCT_2005_07_31:192487000], DOID:1510
DOID:10939, 1, Psychopath.personality,  EXACT [SNOMEDCT_2005_07_31:268759009], DOID:1510
DOID:10939, 1, Psychopathic personality,  EXACT [SNOMEDCT_2005_07_31:191777000], DOID:1510
DOID:10939, 1, Psychopathic personality disorder,  EXACT [MTHICD9_2006:301.9], DOID:1510
DOID:10939, 1, sociopathic personality,  EXACT [CSP2005:2483-7185], DOID:1510
DOID:1094, 1, attention deficit hyperactivity disorder, Term, DOID:0060038
DOID:1094, 1, ADHD,  EXACT [], DOID:0060038
DOID:1094, 1, attention deficit disorder,  EXACT [], DOID:0060038
DOID:1094, 1, hyperkinetic disorder,  EXACT [], DOID:0060038
DOID:10941, 1, intracranial aneurysm, Term, DOID:3527
DOID:10941, 1, brain aneurysm,  EXACT [], DOID:3527
DOID:10944, 1, tongue disease, Term, DOID:403
DOID:10952, 1, nephritis, Term, DOID:557
DOID:10955, 1, strongyloidiasis, Term, DOID:883
DOID:10955, 1, disseminated strongyloidiasis,  EXACT [], DOID:883
DOID:10955, 1, Infection by Strongyloides (disorder),  EXACT [SNOMEDCT_2005_07_31:1214006], DOID:883
DOID:10957, 1, Enterobacter aerogenes intestinal infectious disease, Term, 
DOID:10957, 1, intestinal infection due to aerobacter aerogenes,  EXACT [ICD9CM_2006:008.2], 
DOID:10958, 1, Salmonella arizonae intestinal infectious disease, Term, 
DOID:10958, 1, intestinal infectious disease due to arizona group of paracolon bacilli,  EXACT [], 
DOID:10959, 1, Escherichia coli intestinal infectious disease, Term, 
DOID:10959, 1, intestinal infectious disease due to Escherichia coli,  EXACT [], 
DOID:10963, 1, cholesteatoma of attic, Term, DOID:10964
DOID:10964, 1, cholesteatoma of middle ear, Term, DOID:869
DOID:10964, 1, Cholesteatoma of middle ear,  EXACT [ICD9CM_2006:385.32], DOID:869
DOID:10964, 1, Cholesteatoma of middle ear (disorder),  EXACT [SNOMEDCT_2005_07_31:87688009], DOID:869
DOID:10964, 1, Cholesteatoma of middle ear and mastoid,  EXACT [ICD9CM_2006:385.33], DOID:869
DOID:10964, 1, Cholesteatoma of middle ear and/or mastoid,  EXACT [SNOMEDCT_2005_07_31:39911004], DOID:869
DOID:10964, 1, Cholesteatoma of the middle ear,  EXACT [NCI2004_11_17:C3654], DOID:869
DOID:10964, 1, Epidermosis of ear,  EXACT [MTHICD9_2006:385.3], DOID:869
DOID:10964, 1, Epidermosis of middle ear,  EXACT [SNOMEDCT_2005_07_31:39911004], DOID:869
DOID:10964, 1, middle ear cholesteatoma,  EXACT [], DOID:869
DOID:10964, 1, Unspecified cholesteatoma (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:194338004], DOID:869
DOID:10965, 1, spastic diplegia, Term, DOID:0050669
DOID:10965, 1, cerebral spastic infantile paralysis,  EXACT [CSP2005:0723-4729], DOID:0050669
DOID:10965, 1, Diplegic infantile cerebral palsy,  EXACT [ICD9CM_2006:343.0], DOID:0050669
DOID:10965, 1, infantile diplegic cerebral palsy,  EXACT [], DOID:0050669
DOID:10965, 1, Infantile spastic cerebral palsy,  EXACT [SNOMEDCT_2005_07_31:1178005], DOID:0050669
DOID:10965, 1, Little's disease,  EXACT [], DOID:0050669
DOID:10965, 1, Littles disease,  EXACT [SNOMEDCT_2005_07_31:192947000], DOID:0050669
DOID:10965, 1, Spastic Diplegia,  EXACT [NCI2004_11_17:C34781], DOID:0050669
DOID:10965, 1, Spastic diplegia (disorder),  EXACT [SNOMEDCT_2005_07_31:281411007], DOID:0050669
DOID:10966, 1, lipoid nephrosis, Term, DOID:1184
DOID:10966, 1, Minimal change disease (disorder),  EXACT [SNOMEDCT_2005_07_31:44785005], DOID:1184
DOID:10966, 1, Minimal Change Glomerulonephritis,  EXACT [NCI2004_11_17:C34844], DOID:1184
DOID:10966, 1, Nephrotic syndrome with Lesion of Minimal Change Glomerulonephritis,  EXACT [NCI2004_11_17:C35540], DOID:1184
DOID:10966, 1, Nephrotic syndrome with lesion of minimal change glomerulonephritis,  EXACT [ICD9CM_2006:581.3], DOID:1184
DOID:10966, 1, Nephrotic syndrome with lesion of minimal change nephrotic syndrome,  EXACT [MTHICD9_2006:581.3], DOID:1184
DOID:10967, 1, spastic hemiplegia, Term, DOID:0050669
DOID:10967, 1, Congenital hemiplegia,  EXACT [MTHICD9_2006:343.1], DOID:0050669
DOID:10967, 1, hemiplegic cerebral palsy,  EXACT [], DOID:0050669
DOID:10967, 1, Hemiplegic cerebral palsy (disorder),  EXACT [SNOMEDCT_2005_07_31:43486001], DOID:0050669
DOID:10967, 1, Hemiplegic infantile cerebral palsy,  EXACT [ICD9CM_2006:343.1], DOID:0050669
DOID:10967, 1, spastic hemiplegic cerebral palsy,  EXACT [], DOID:0050669
DOID:10968, 1, spastic monoplegia, Term, DOID:0050669
DOID:10968, 1, infantile monoplegic cerebral palsy,  EXACT [], DOID:0050669
DOID:10968, 1, Monoplegic infantile cerebral palsy,  EXACT [ICD9CM_2006:343.3], DOID:0050669
DOID:10968, 1, spastic monoplegic cerebral palsy,  EXACT [], DOID:0050669
DOID:10969, 1, hemiplegia, Term, DOID:331
DOID:10969, 1, Infantile hemiplegia,  EXACT [SNOMEDCT_2005_07_31:267696006], DOID:331
DOID:10969, 1, Infantile hemiplegia,  EXACT [SNOMEDCT_2005_07_31:155024003], DOID:331
DOID:10969, 1, Infantile hemiplegia,  EXACT [SNOMEDCT_2005_07_31:155025002], DOID:331
DOID:10969, 1, Infantile hemiplegia,  EXACT [ICD9CM_2006:343.4], DOID:331
DOID:10969, 1, Infantile hemiplegia (disorder),  EXACT [SNOMEDCT_2005_07_31:1593000], DOID:331
DOID:10969, 1, Infantile hemiplegia [Ambiguous],  EXACT [SNOMEDCT_2005_07_31:192952005], DOID:331
DOID:10969, 1, Infantile hemiplegia NOS,  EXACT [SNOMEDCT_2005_07_31:155026001], DOID:331
DOID:10969, 1, Infantile hemiplegia NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:192955007], DOID:331
DOID:10969, 1, Postnatal infantile hemiplegia NOS,  EXACT [MTHICD9_2006:343.4], DOID:331
DOID:1097, 1, hydrops fetalis, Term, 
DOID:10970, 1, spastic quadriplegia, Term, DOID:0050669
DOID:10970, 1, quadriplegic infantile cerebral palsy,  EXACT [ICD9CM_2006:343.2], DOID:0050669
DOID:10970, 1, spastic quadriplegic cerebral palsy,  EXACT [], DOID:0050669
DOID:10970, 1, tetraplegic infantile cerebral palsy,  EXACT [MTHICD9_2006:343.2], DOID:0050669
DOID:10971, 1, acute salpingo-oophoritis, Term, DOID:10972
DOID:10971, 1, acute salpingitis &/or oophoritis,  EXACT [SNOMEDCT_2005_07_31:198132003], DOID:10972
DOID:10971, 1, acute salpingitis and oophoritis,  EXACT [ICD9CM_2006:614.0], DOID:10972
DOID:10971, 1, acute salpingitis and oophoritis NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:198139007], DOID:10972
DOID:10971, 1, acute salpingo-oophoritis (disorder),  EXACT [SNOMEDCT_2005_07_31:266581008], DOID:10972
DOID:10972, 1, salpingo-oophoritis, Term, DOID:10974
DOID:10972, 1, Salpingitis and oophoritis not specified as acute, subacute, or chronic,  EXACT [ICD9CM_2006:614.2], DOID:10974
DOID:10972, 1, Salpingitis and oophoritis unspecified (disorder),  EXACT [SNOMEDCT_2005_07_31:198147007], DOID:10974
DOID:10972, 1, Salpingitis/oophoritis NOS,  EXACT [SNOMEDCT_2005_07_31:155971007], DOID:10974
DOID:10972, 1, Salpingitis/oophoritis NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:266650009], DOID:10974
DOID:10972, 1, Salpingo-oophoritis unspecified (disorder),  EXACT [SNOMEDCT_2005_07_31:198150005], DOID:10974
DOID:10972, 1, Tubo-ovarian inflammatory disease,  EXACT [MTHICD9_2006:614.2], DOID:10974
DOID:10972, 1, Tubo-ovarian inflammatory disease (disorder),  EXACT [SNOMEDCT_2005_07_31:46536000], DOID:10974
DOID:10972, 1, Unspecified salpingitis and oophoritis NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:198153007], DOID:10974
DOID:10973, 1, acute salpingitis, Term, DOID:5733
DOID:10973, 1, acute Salpingitis,  EXACT [NCI2004_11_17:C40120], DOID:5733
DOID:10973, 1, acute salpingitis (disorder),  EXACT [SNOMEDCT_2005_07_31:8912009], DOID:5733
DOID:10974, 1, oophoritis, Term, DOID:1100
DOID:10974, 1, Oophoritis (disorder),  EXACT [SNOMEDCT_2005_07_31:76047005], DOID:1100
DOID:10974, 1, Oophoritis unspecified (disorder),  EXACT [SNOMEDCT_2005_07_31:198148002], DOID:1100
DOID:10976, 1, membranous glomerulonephritis, Term, DOID:2921
DOID:10976, 1, Membranous Glomerulonephritis,  EXACT [NCI2004_11_17:C34645], DOID:2921
DOID:10976, 1, Membranous glomerulonephritis,  EXACT [SNOMEDCT_2005_07_31:197710000], DOID:2921
DOID:10976, 1, Membranous glomerulonephritis (disorder),  EXACT [SNOMEDCT_2005_07_31:77182004], DOID:2921
DOID:10976, 1, membranous nephropathy,  EXACT [CSP2005:4006-0062], DOID:2921
DOID:10976, 1, Membranous nephropathy NOS,  EXACT [MTHICD9_2006:583.1], DOID:2921
DOID:10978, 1, poliovirus type III nonparalytic poliomyelitis, Term, 
DOID:10978, 1, acute nonparalytic poliomyelitis poliovirus type III,  EXACT [], 
DOID:10979, 1, poliovirus type I nonparalytic poliomyelitis, Term, 
DOID:10979, 1, acute nonparalytic poliomyelitis poliovirus type I,  EXACT [], 
DOID:1098, 1, fetal erythroblastosis, Term, DOID:11252
DOID:1098, 1, (Haemolytic disease due to rhesus isoimmunisation) or (erythroblastosis fetalis) or (rhesus isoimmunisation of the newborn),  EXACT [SNOMEDCT_2005_07_31:206430005], DOID:11252
DOID:1098, 1, EF - Erythroblastosis foetalis,  EXACT [SNOMEDCT_2005_07_31:387705004], DOID:11252
DOID:1098, 1, erythroblastosis fetalis,  EXACT [CSP2005:0441-2309], DOID:11252
DOID:10980, 1, poliovirus type II nonparalytic poliomyelitis, Term, 
DOID:10980, 1, acute nonparalytic poliomyelitis poliovirus type II,  EXACT [], 
DOID:10983, 1, Alport syndrome, Term, DOID:0050737
DOID:10983, 1, Hereditary Nephritis,  EXACT [NCI2004_11_17:C34842], DOID:0050737
DOID:10986, 1, discitis, Term, DOID:1222
DOID:10986, 1, discitis (disorder),  EXACT [SNOMEDCT_2005_07_31:2304001], DOID:1222
DOID:10989, 1, conjunctival vascular disease, Term, DOID:4251
DOID:10989, 1, Conjunctival vascular abnormality NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:193900004], DOID:4251
DOID:10989, 1, vascular abnormalities of conjunctiva,  EXACT [ICD9CM_2006:372.74], DOID:4251
DOID:10989, 1, vascular abnormality of conjunctiva (disorder),  EXACT [SNOMEDCT_2005_07_31:74100001], DOID:4251
DOID:1099, 1, alpha thalassemia, Term, DOID:10241
DOID:1099, 1, Alpha thalassaemia,  EXACT [SNOMEDCT_2005_07_31:191186002], DOID:10241
DOID:1099, 1, alpha-Thalassemia,  EXACT [], DOID:10241
DOID:1099, 1, Hemoglobin H disease,  EXACT [NCI2004_11_17:C34368], DOID:10241
DOID:10991, 1, basal ganglia cerebrovascular disease, Term, DOID:6713
DOID:10992, 1, acute hemorrhagic leukoencephalitis, Term, DOID:639
DOID:10992, 1, acute haemorrhagic leucoencephalitis of Weston Hurst,  EXACT [SNOMEDCT_2005_07_31:72986009], DOID:639
DOID:10992, 1, acute hemorrhagic encephalomyelitis,  EXACT [], DOID:639
DOID:10992, 1, acute necrotizing hemorrhagic leukoencephalitis,  EXACT [], DOID:639
DOID:10992, 1, AHL ,  EXACT [OMIM:606752], DOID:639
DOID:10992, 1, Weston-Hurst syndrome,  EXACT [], DOID:639
DOID:10993, 1, postinfectious encephalitis, Term, 
DOID:10993, 1, Post-infectious encephalitis (disorder),  EXACT [SNOMEDCT_2005_07_31:192727001], 
DOID:10993, 1, Post-infectious encephalitis NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:192729003], 
DOID:10993, 1, Postinfective encephalitis,  EXACT [SNOMEDCT_2005_07_31:154989001], 
DOID:10993, 1, Postinfective encephalitis,  EXACT [SNOMEDCT_2005_07_31:267683005], 
DOID:10997, 1, immature cataract, Term, DOID:9669
DOID:10997, 1, Immature cataract NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:193585003], DOID:9669
DOID:10997, 1, Incipient cataract (disorder),  EXACT [SNOMEDCT_2005_07_31:52421005], DOID:9669
DOID:10997, 1, Incipient cataract NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:193584004], DOID:9669
DOID:10997, 1, Incipient senile cataract,  EXACT [ICD9CM_2006:366.12], DOID:9669
DOID:10997, 1, Water clefts,  EXACT [MTHICD9_2006:366.12], DOID:9669
DOID:10998, 1, chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis, Term, 
DOID:110, 1, lens disease, Term, DOID:5614
DOID:110, 1, disorder of lens,  EXACT [SNOMEDCT_2005_07_31:194613002], DOID:5614
DOID:110, 1, lens disorder,  EXACT [CSP2005:1114-9053], DOID:5614
DOID:1100, 1, ovarian disease, Term, DOID:229
DOID:1100, 1, disorder of ovary (disorder),  EXACT [SNOMEDCT_2005_07_31:5552004], DOID:229
DOID:1100, 1, Ovarian disorder,  EXACT [NCI2004_11_17:C26841], DOID:229
DOID:1100, 1, ovary disorder,  EXACT [CSP2005:2587-6126], DOID:229
DOID:11000, 1, progressive iris atrophy, Term, 
DOID:11000, 1, Essential iris atrophy (disorder),  EXACT [SNOMEDCT_2005_07_31:25913001], 
DOID:11000, 1, Essential or progressive iris atrophy,  EXACT [ICD9CM_2006:364.51], 
DOID:11001, 1, Iris and ciliary body degeneration, Term, 
DOID:11002, 1, Iridoschisis, Term, 
DOID:11002, 1, Iridoschisis (disorder),  EXACT [SNOMEDCT_2005_07_31:5743005], 
DOID:11003, 1, pupillary margin miotic cyst, Term, 
DOID:11003, 1, Miotic cyst of pupillary margin (disorder),  EXACT [SNOMEDCT_2005_07_31:22681004], 
DOID:11003, 1, Miotic cysts of pupillary margin,  EXACT [ICD9CM_2006:364.55], 
DOID:11005, 1, Atrophy of sphincter of iris, Term, 
DOID:11005, 1, degeneration of pupillary margin,  EXACT [ICD9CM_2006:364.54], 
DOID:11005, 1, degeneration of pupillary margin (disorder),  EXACT [SNOMEDCT_2005_07_31:25859000], 
DOID:11014, 1, anorectal stricture, Term, DOID:3128
DOID:11014, 1, Anorectal stricture (disorder),  EXACT [SNOMEDCT_2005_07_31:68627009], DOID:3128
DOID:11014, 1, Stenosis of rectum and anus,  EXACT [SNOMEDCT_2005_07_31:155803007], DOID:3128
DOID:11014, 1, Stenosis of rectum and anus,  EXACT [ICD9CM_2006:569.2], DOID:3128
DOID:11014, 1, Stenosis of rectum and anus (disorder),  EXACT [SNOMEDCT_2005_07_31:197216007], DOID:3128
DOID:11014, 1, Stenosis of rectum and anus NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:197218008], DOID:3128
